Prob. Real Authors,Truth Ratio Real Authors,Prob. Real World,Truth Ratio Real World,Prob. Retain,Truth Ratio Retain,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By,unlearn_lang,eval_lang,source_file
0.3319343562555555,0.3792203385351154,0.3516415194512695,0.4003797186296565,0.9308475921368162,0.443286528214476,0.9215787067955816,0.5693869166623973,0.4189582966678762,0.0012708143485281,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_iw
0.3631014549273704,0.4373463315693247,0.3603752298491152,0.4189337219956545,0.9321302156672112,0.4511107498364468,0.9023298761028024,0.5497220478194883,0.4447070334922688,0.0001879111807007,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_ru
0.4018231609645981,0.5532110460371047,0.4149406375831667,0.5003202355933434,0.9232123987083029,0.4551052790409214,0.9068221142908496,0.6163236928983415,0.5006067081305884,0.0012708143485281,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_ja
0.4782724109461594,0.6219363807185952,0.4837052330178628,0.5820965676623179,0.9767450900966156,0.5604468140818221,0.981732072220952,0.4770245222055987,0.5829690186222733,0.0001879111807007,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_en
0.3442523348345536,0.4136983071563857,0.3578105270189765,0.4052880729832515,0.9368622920170192,0.4354978106848974,0.9054377547350808,0.5649377608468119,0.4301741987803864,0.0012708143485281,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_fa
0.4159251924371244,0.5209135314609383,0.4109091877241945,0.4945905711108014,0.9553821230023716,0.5123151816597273,0.94533807244365,0.4806838659276197,0.5094195908240264,0.0005039436209702,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_id
0.3265185241063134,0.3876336568099895,0.3585014177577631,0.4355517182280487,0.9709268275008116,0.2874689106913043,0.97742858284867,0.7334539986983233,0.3937969798008462,0.0286030702802334,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_hi
0.3898732927819333,0.4963266169370414,0.3763506474715561,0.4522653259702868,0.920449247114518,0.4629494158326159,0.9300988131295632,0.5486591364049545,0.4726487847854271,0.0143015480477064,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_ko
0.3352471370117674,0.3884052910752851,0.3756175542366349,0.4319906049176485,0.942782274957084,0.4322278989695023,0.9079632190362694,0.5094023231452505,0.4313773397570004,0.0030181840772283,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_ar
0.433584827672782,0.5371465389262273,0.4094370527573737,0.4770303545095031,0.9699691756867402,0.4809601758721024,0.95931174000482,0.4848360005459501,0.5077491624570674,0.0012708143485281,temp,Marylou_Alireza,unknown,unknown,tofu_finetuned_5epoch_aya_10_lang_2e5__retain_result01_unlearn_graddif_2e-05_fr
